id,name,image,description,type,damage negation,resistance,weight,special effect,how to acquire,in-game section,dlc
439,Redmane Surcoat,http://eldenring.wiki.fextralife.com/file/Elden-Ring/redmane_surcoat_elden_ring_wiki_guide_200px.png,"Armor worn by soldiers who fought by General Radahn's side.The surcoat depicts a red-maned lion raising a sword in the image of Radahn. Thus, they were redmanes, and all proved they were worthy of the name.",chest armor,"[{'Phy': '13.5', 'VS Str': '10.9', 'VS Sla': '12.4', 'VS Pie': '11.9', 'Mag': '10.2', 'Fir': '11.4', 'Lit': '8', 'Hol': '9.5'}]","[{'Imm.': '32', 'Rob.': '50', 'Foc.': '23', 'Vit.': '24', 'Poi.': '22'}]",10.6,,Easily found in large numbers around Fort Gael. Elden Ring Map Here.,6,Base Game
440,Ronin's Armor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/ronins_armor_elden_ring_wiki_guide_200px.png,"Armor of the man who calls himself Shabriri.Highly functional and heavily worn.The man, once known as Yura, kept a woman in the deepest reaches of his heart.",chest armor,"[{'Phy': '10.5', 'VS Str': '10.5', 'VS Sla': '11.2', 'VS Pie': '10.5', 'Mag': '11.9', 'Fir': '12.4', 'Lit': '13.4', 'Hol': '11.9'}]","[{'Imm.': '66', 'Rob.': '48', 'Foc.': '52', 'Vit.': '57', 'Poi.': '16'}]",8.5,,Acquired by following Yura's questline and eventually defeating Shabriri.. Elden Ring Map here,7,Base Game
441,Ronin's Armor (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/ronins_armor_(altered)_elden_ring_wiki_guide_200px.png,"Armor of the man who calls himself Shabriri. Highly functional and heavily worn. The man, once known as Yura, kept a woman in the deepest reaches of his heart.",chest armor,"[{'Phy': '8.8', 'VS Str': '8.8', 'VS Sla': '9.5', 'VS Pie': '8.8', 'Mag': '10.2', 'Fir': '10.9', 'Lit': '11.9', 'Hol': '10.2'}]","[{'Imm.': '54', 'Rob.': '38', 'Foc.': '42', 'Vit.': '45', 'Poi.': '15'}]",7.6,,Boc the Seamster can alter the original Ronin's Armor if you have it in your possession.,7,Base Game
442,Rotten Gravekeeper Cloak (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/rotten_gravekeeper_cloak_(altered)_elden_ring_wiki_guide_200px.png,"Cloak wrapped with bronze snakes, eaten through by scarlet rot. Worn by gladiators who were driven from the colosseum. The wearer becomes a slightly easier target for foes.",chest armor,"[{'Phy': '6.1', 'VS Str': '6.1', 'VS Sla': '6.1', 'VS Pie': '6.1', 'Mag': '8', 'Fir': '8', 'Lit': '10.2', 'Hol': '8'}]","[{'Imm.': '64', 'Rob.': '25', 'Foc.': '34', 'Vit.': '34', 'Poi.': '8'}]",5.1,,"After completing Boc's Questline, you (or Boc) can alter Rotten Gravekeeper Cloak into Rotten Gravekeeper Cloak (Altered).",5,Base Game
443,Royal Knight Armor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/royal_knight_armor_elden_ring_wiki_guide_200px.png,"Silver armor of Loretta, a knight who served Miquella's Haligtree.Loretta was once a royal Carian Knight, and her lapis-lazuli blue cape is the emblem of the knightly pride that continues to guide her.",chest armor,"[{'Phy': '16', 'VS Str': '14.4', 'VS Sla': '17.5', 'VS Pie': '16.8', 'Mag': '14.1', 'Fir': '13.3', 'Lit': '12.4', 'Hol': '13'}]","[{'Imm.': '50', 'Rob.': '67', 'Foc.': '35', 'Vit.': '35', 'Poi.': '24'}]",15.5,,"Can be brought from Finger Reader Enia, at Roundtable Hold after defeating Loretta, Knight of the Haligtree for 6000.",9,Base Game
444,Royal Knight Armor (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/royal_knight_armor_(altered)_elden_ring_wiki_guide_200px.png,"Silver armor of Loretta, a knight who served Miquella's Haligtree. Loretta, once a royal Carian knight, went on a journey in search of a haven for Albinaurics, and determined that the Haligtree was their best chance for eventual salvation.",chest armor,"[{'Phy': '15.8', 'VS Str': '14.2', 'VS Sla': '17.3', 'VS Pie': '16.6', 'Mag': '13.9', 'Fir': '13.1', 'Lit': '12.2', 'Hol': '12.8'}]","[{'Imm.': '45', 'Rob.': '61', 'Foc.': '32', 'Vit.': '32', 'Poi.': '28'}]",15.0,,"Boc the Seamster can alter the original Royal Knight Armor, if you have it in your possession.",9,Base Game
445,Royal Remains Armor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/royal_remains_armor_elden_ring_wiki_guide_200px.png,"Armory graces with gold human bones.Worn by the unspeaking adherent of Sir Gideon the All-Knowing.Slowly replenishes HP when HP is reduced.It is said that the bones belong to an ancient lord - the soulless king. The lord of the lost and desperate, who was known as Ensha.",chest armor,"[{'Phy': '11.9', 'VS Str': '11.4', 'VS Sla': '12.9', 'VS Pie': '11.9', 'Mag': '9.5', 'Fir': '10.2', 'Lit': '8', 'Hol': '8.8'}]","[{'Imm.': '35', 'Rob.': '57', 'Foc.': '24', 'Vit.': '11', 'Poi.': '21'}]",10.6,Slowly replenishes HP when HP is reduced,"Upon attaining the Haligtree Secret Medallion (Right), Ensha of the Royal Remains will invade the players world the next time they travel back to Roundtable Hold. The full Royal Remains Set is acquired after beating him.",9,Base Game
446,Scaled Armor (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/scaled_armor_(altered)_elden_ring_wiki_guide_200px.png,"Armor worn by Old Knight Istvan. The corroded metal is reinforced with rock-hard scales, making it highly effective against non-physical attacks. Istvan is one of a few wizened Tarnished who survive to this day.",chest armor,"[{'Phy': '15.3', 'VS Str': '13.4', 'VS Sla': '16', 'VS Pie': '15.3', 'Mag': '12.8', 'Fir': '13.3', 'Lit': '12.4', 'Hol': '12.8'}]","[{'Imm.': '45', 'Rob.': '64', 'Foc.': '29', 'Vit.': '29', 'Poi.': '30'}]",15.0,,Boc the Seamster can alter the original Scaled Armor if you have it in your possession.,10,Base Game
447,Scarlet Tabard,http://eldenring.wiki.fextralife.com/file/Elden-Ring/scarlet_tabard_elden_ring_wiki_guide_200px.png,Padded cloth armor with the telltale stains of the scarlet rot. Worn by foot soldiers in General Radahn's army,chest armor,"[{'Phy': '10.2', 'VS Str': '9.5', 'VS Sla': '8.8', 'VS Pie': '8.8', 'Mag': '10.9', 'Fir': '11.9', 'Lit': '11.9', 'Hol': '10.9'}]","[{'Imm.': '63', 'Rob.': '42', 'Foc.': '55', 'Vit.': '55', 'Poi.': '17'}]",8.3,,"Drops from radahn foot soldiers. Can be dropped in Fort Gael, got some from footmen at Fort Gael North.",5,Base Game
448,Shaman Furs,http://eldenring.wiki.fextralife.com/file/Elden-Ring/shaman_furs_fixed.png,"Raiment fashioned from a bristly pelt.Worn by ancestral follower shamans.The ancestral followers live a distance from the Erdtree, awaiting new buds. They are certain to sprout from their very flesh, and indeed, their souls.",chest armor,"[{'Phy': '5.3', 'VS Str': '6.1', 'VS Sla': '5.3', 'VS Pie': '8', 'Mag': '8', 'Fir': '7.1', 'Lit': '8', 'Hol': '6.7'}]","[{'Imm.': '63', 'Rob.': '42', 'Foc.': '55', 'Vit.': '35', 'Poi.': '10'}]",5.1,,The chest piece can be looted off of the Ancestral Follower Shaman in the Ancestral Woods area of Siofra River.,3,Base Game
449,Snow Witch Robe (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/snow_witch_robe_(altered)_elden_ring_wiki_guide_200px.png,"Witch's robe in the color of snow. Once worn by the snowy crone who the young Ranni encountered deep in the woods. She was a witch, and well versed in cold sorceries. It is said that the doll that houses Ranni's soul was modeled after her. That old witch was Ranni's secret mentor.",chest armor,"[{'Phy': '4.6', 'VS Str': '5.7', 'VS Sla': '5.7', 'VS Pie': '3.1', 'Mag': '13.2', 'Fir': '13.2', 'Lit': '13', 'Hol': '13.2'}]","[{'Imm.': '32', 'Rob.': '25', 'Foc.': '57', 'Vit.': '57', 'Poi.': '7'}]",4.6,,"After completing Boc's Questline, you (or Boc) can alter Snow Witch Robe into Snow Witch Robe (Altered).",2,Base Game
450,Spellblade's Traveling Attire,http://eldenring.wiki.fextralife.com/file/Elden-Ring/spellblades_traveling_attire-elden-ring-wiki-guide.png,"Glintstone sorcerer Rogier's traveling attire, graced with an intricate, aristocratic decoration. Strengthens glintstone sorcery skills. Rogier spent his entire life behaving with utter detachment. No one noticed the anger, grief, regret, or fear that existed along with it.",chest armor,"[{'Phy': '4.1', 'VS Str': '2.6', 'VS Sla': '4.1', 'VS Pie': '4.1', 'Mag': '12.7', 'Fir': '11.3', 'Lit': '11.8', 'Hol': '12.7'}]","[{'Imm.': '35', 'Rob.': '17', 'Foc.': '59', 'Vit.': '63', 'Poi.': '7'}]",3.3,Strengthens magic and cold weapon skills by 2%,Roundtable Hold - Drops from Rogier.,2,Base Game
451,Spellblade's Traveling Attire (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/spellblades_traveling_attire_(altered)_elden_ring_wiki_guide_200px.png,"Glintstone sorcerer Rogier's traveling attire, graced with an intricate, aristocratic decoration. Strengthens glintstone sorcery skills. Rogier spent his entire life behaving with utter detachment. No one noticed the anger, grief, regret, or fear that existed along with it.",chest armor,"[{'Phy': '2.6', 'VS Str': '0.5', 'VS Sla': '2.6', 'VS Pie': '2.6', 'Mag': '12.6', 'Fir': '10.9', 'Lit': '11.4', 'Hol': '12.6'}]","[{'Imm.': '32', 'Rob.': '10', 'Foc.': '54', 'Vit.': '57', 'Poi.': '5'}]",2.5,Strengthens magic and cold weapon skills by 2%,Boc the Seamster can alter the original Spellblade's Traveling Attire if you have it in your possession.,2,Base Game
452,Traveler's Clothes,http://eldenring.wiki.fextralife.com/file/Elden-Ring/travelers_clothes_elden_ring_wiki_guide_200px.png,Light yet sturdy clothes.Worn by young women who set off into the world to confront their fate.,chest armor,"[{'Phy': '6.1', 'VS Str': '5.3', 'VS Sla': '4.2', 'VS Pie': '2.7', 'Mag': '13.3', 'Fir': '12.6', 'Lit': '12.8', 'Hol': '12.4'}]","[{'Imm.': '35', 'Rob.': '24', 'Foc.': '67', 'Vit.': '67', 'Poi.': '8'}]",4.1,,"Elphael, Brace of the Haligtree: The entire Traveler's Set is found deep underground in a side room with a large orange flower, adjacent to the Haligtree Roots site of grace. Elden Ring Map Link",1,Base Game
453,Traveling Maiden Robe (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/traveling_maiden_robe_(altered)_elden_ring_wiki_guide_200px.png,"Modest garb of traveling maidens, typically worn under their robes.",chest armor,"[{'Phy': '4.3', 'VS Str': '5.4', 'VS Sla': '5.4', 'VS Pie': '2.8', 'Mag': '13.1', 'Fir': '12.7', 'Lit': '12.9', 'Hol': '13.1'}]","[{'Imm.': '38', 'Rob.': '21', 'Foc.': '61', 'Vit.': '64', 'Poi.': '8'}]",4.3,,"After completing Boc's Questline, you (or Boc) can alter Traveling Maiden Robe into Traveling Maiden Robe (Altered).",2,Base Game
454,Tree Sentinel Armor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/tree_sentinel_armor_elden_ring_wiki_guide_200px.png,"Golden armor of the heavy cavalry Tree Sentinels who serve the Erdtree.Adorned with a cape featuring the mark of the sacred tree.Imposingly sturdy and nigh unbreakable, the grace of old yet lingers.",chest armor,"[{'Phy': '18.7', 'VS Str': '15', 'VS Sla': '18.7', 'VS Pie': '17.5', 'Mag': '13', 'Fir': '17.1', 'Lit': '12.6', 'Hol': '14.1'}]","[{'Imm.': '67', 'Rob.': '90', 'Foc.': '42', 'Vit.': '46', 'Poi.': '39'}]",18.9,,Obtained by solving a puzzle that destroys the chariots in Auriza Hero's Grave. Elden Ring Map here.See the Tree Sentinel Set page for a guide on how to attain the set.,10,Base Game
455,Tree Sentinel Armor (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/tree_sentinel_armor_(altered)_elden_ring_wiki_guide_200px.png,"Golden armor of the heavy cavalry Tree Sentinels who serve the Erdtree. Imposingly sturdy and nigh unbreakable, the grace of old yet lingers.",chest armor,"[{'Phy': '18.5', 'VS Str': '14.8', 'VS Sla': '18.5', 'VS Pie': '17.3', 'Mag': '12.6', 'Fir': '16.4', 'Lit': '12.4', 'Hol': '14'}]","[{'Imm.': '57', 'Rob.': '75', 'Foc.': '34', 'Vit.': '38', 'Poi.': '35'}]",18.1,,"Boc the Seamster can alter the original Tree Sentinel Armor, if you have it in your possession.",10,Base Game
456,Tree Surcoat,http://eldenring.wiki.fextralife.com/file/Elden-Ring/tree_surcoat_elden_ring_wiki_guide_200px.png,"Blue surcoat draped over chainmail.The tree insignia emblazoned on the front depicts the Erdtree, and is a design beloved throughout the Lands Between.",chest armor,"[{'Phy': '12.9', 'VS Str': '8.8', 'VS Sla': '12.9', 'VS Pie': '11.9', 'Mag': '8.8', 'Fir': '10.9', 'Lit': '7.1', 'Hol': '8.8'}]","[{'Imm.': '25', 'Rob.': '55', 'Foc.': '21', 'Vit.': '18', 'Poi.': '21'}]",9.2,,Can be purchased from the Nomadic Merchant West Altus Plateau for 3500 Runes. Elden Ring Map here,6,Base Game
457,Twinned Armor (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/twinned_armor_(altered)_elden_ring_wiki_guide_200px.png,"Armor depicting entwined twins of gold and silver.The two known as D are inseparable twins. They are two bodies and two minds, but a single soul. Not once do they stand together; not one word do they speak to one another.Perhaps this armor longs to find its way to the other D.",chest armor,"[{'Phy': '14', 'VS Str': '12.9', 'VS Sla': '15.3', 'VS Pie': '12.9', 'Mag': '11.9', 'Fir': '11.9', 'Lit': '9.5', 'Hol': '10.9'}]","[{'Imm.': '32', 'Rob.': '52', 'Foc.': '21', 'Vit.': '52', 'Poi.': '24'}]",12.8,,"After completing Boc's Questline, you (or Boc) can alter Twinned Armor into Twinned Armor (Altered).",9,Base Game
458,Vagabond Knight Armor (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/vagabond_knight_armor_(altered)_elden_ring_wiki_guide_200px.png,"Chest piece of a knight banished from their motherland. Dirty and battered after enduring a lengthy vagabond journey. The crest emblazoned on the front is worn and dingy, no longer able to evoke sentiment. Metal armor is heavy, but also sturdy, offering significant damage negation.",chest armor,"[{'Phy': '13.2', 'VS Str': '10.5', 'VS Sla': '12.2', 'VS Pie': '11.7', 'Mag': '9.1', 'Fir': '10.5', 'Lit': '8.3', 'Hol': '8.3'}]","[{'Imm.': '29', 'Rob.': '50', 'Foc.': '19', 'Vit.': '19', 'Poi.': '21'}]",9.6,,"After completing Boc's Questline, you (or Boc) can alter Vagabond Knight Armor into Vagabond Knight Armor (Altered).",8,Base Game
459,Veteran's Armor (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/veterans_armor_(altered)_elden_ring_wiki_guide_200px.png,"Old armor that has seen many battles. Worn by Niall, the veteran general of Sol. Niall was a lone survivor who commanded spirits to defend his long-passed master. This aging general could not die, nor did he have anywhere to fade away.",chest armor,"[{'Phy': '18.1', 'VS Str': '16.8', 'VS Sla': '18.5', 'VS Pie': '17.3', 'Mag': '13.1', 'Fir': '13.6', 'Lit': '12.4', 'Hol': '12.8'}]","[{'Imm.': '54', 'Rob.': '75', 'Foc.': '38', 'Vit.': '38', 'Poi.': '35'}]",17.2,,"After completing Boc's Questline, you (or Boc) can alter Veteran's Armor into Veteran's Armor (Altered).",10,Base Game
460,Vulgar Militia Armor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/vulgar_militia_armor_elden_ring_wiki_guide_200px.png,"Armor worn by lean, mean, and filthy militiamen.Freshly-singed battlegrounds effusing with the stench of the dead. Forbidden lands that will be excised from the memory of history. This is where the vulgar militia serve, as untiring, unsung watchkeepers.",chest armor,"[{'Phy': '8.8', 'VS Str': '10.2', 'VS Sla': '9.5', 'VS Pie': '8', 'Mag': '10.2', 'Fir': '10.2', 'Lit': '10.9', 'Hol': '10.2'}]","[{'Imm.': '67', 'Rob.': '35', 'Foc.': '50', 'Vit.': '50', 'Poi.': '16'}]",7.7,,The Vulgar Militia Armor Chest Armor can be found by killing Vulgar Militiamen enemies found around the Bestial Sanctum and Farum Greatbridge sites of grace.,5,Base Game
461,War Surgeon Gown,http://eldenring.wiki.fextralife.com/file/Elden-Ring/war_surgeon_gown_elden_ring_wiki_guide_200px.png,"""Bloodstained white gown of the war surgeons who were effectively mercy killers.Of the surgeons that were abducted by the Lord of Blood none were able to tame the accursed blood.None but Varre, that is; though he was an exception.""",chest armor,"[{'Phy': '6.9', 'VS Str': '7', 'VS Sla': '7.9', 'VS Pie': '8.7', 'Mag': '7', 'Fir': '9.4', 'Lit': '10.1', 'Hol': '10.8'}]","[{'Imm.': '53', 'Rob.': '37', 'Foc.': '44', 'Vit.': '48', 'Poi.': '13'}]",6.9,,Revert the War Surgeon Gown (Altered) at a site of grace.,4,Base Game
462,War Surgeon Gown (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/war_surgeon_gown_(altered)_elden_ring_wiki_guide_200px.png,"Bloodstained white gown of the war surgeons who were effectively mercy killers. Of the surgeons that were abducted by the Lord of Blood, none were able to tame the accursed blood. None but Varre, that is; though he was an exception.",chest armor,"[{'Phy': '6.6', 'VS Str': '7', 'VS Sla': '7.9', 'VS Pie': '6.6', 'Mag': '8.7', 'Fir': '9.4', 'Lit': '10.1', 'Hol': '9.4'}]","[{'Imm.': '45', 'Rob.': '32', 'Foc.': '38', 'Vit.': '42', 'Poi.': '12'}]",6.1,,Defeat all three Nameless White Mask NPC invaders in the blood swamp near the Mohgwyn Dynasty Mausoleum.,4,Base Game
463,Dryleaf Arm Wraps,http://eldenring.wiki.fextralife.com/file/Elden-Ring/dryleaf_arm_wraps_gauntlets_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,Sun-faded and lightly soiled arm wraps. Wound tightly around the arms as if it might prevent them from being broken.,gauntlets,"[{'Phy': '1.3', 'VS Str': '1.6', 'VS Sla': '1.0', 'VS Pie': '1.0', 'Mag': '3.5', 'Fir': '2.9', 'Lit': '3.1', 'Hol': '3.5'}]","[{'Imm.': '13', 'Rob.': '8', 'Foc.': '25', 'Vit.': '24', 'Poi.': '2'}]",1.7,,Found under a waterfall in the lower portions under Bonny Village. This area can only be accessed by using the ladder in Shadow Keep to get down to a special teleport coffin (this Elden Ring Map location). This will take you to Ruins of Unte and you must follow the cliffs downstream and then carefully drop down to bottom level to reach the area. [Shadow of the Erdtree Map],15,1
464,Gaius's Gauntlets,http://eldenring.wiki.fextralife.com/file/Elden-Ring/gaiuss_gauntlets_gauntlets_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,The black iron gauntlets of Commander Gaius. Part of an armor set patterned after fallen seeds. Gaius was the most senior disciple of the same Alabaster Lord who taught Radahn and Gaea gravitational technique.,gauntlets,"[{'Phy': '4.2', 'VS Str': '3.9', 'VS Sla': '5.0', 'VS Pie': '4.9', 'Mag': '3.5', 'Fir': '3.4', 'Lit': '3.4', 'Hol': '3.4'}]","[{'Imm.': '22', 'Rob.': '28', 'Foc.': '18', 'Vit.': '18', 'Poi.': '8'}]",6.7,,Purchased from the Enia at the Roundtable Hold after defeating Commander Gaius,12,1
