id,weapon_id,name,image,weight,description,dlc,requirements,damage type,category,passive effect,skill,FP cost
267,268,Inquisitor's Girandole,http://eldenring.wiki.fextralife.com/file/Elden-Ring/inquisitors_girandole_spear_weapon_elden_ring_wiki_guide_200px.png,7.5,"Instrument of torture used on nobles behind the curtain at the Volcano Manor of Mt. Gelmir. Its numerous spikes pierce the flesh, then singe the wounds withflame. The smell of burnt blood induces despair in the victim. Acandlestick conveived by a thorough mind.",0,"{'Str': 18, 'Dex': 15, 'Fai': 16}",Pierce,Spears,(50) Hemorrhage,Charge Forth,16
268,269,Crystal Spear,http://eldenring.wiki.fextralife.com/file/Elden-Ring/crystal_spear_elden_ring_wiki_guide_200px.png,5.5,"Spear fashioned from pure crystal; a deed impossible for a human. Enwreathed with powerful magic, its attack scales with intelligence. The inscrutable Crystalians have but one clear purpose; to safeguard their crystals unto the end. One theory posits that they yearn for the return of their creator who will carve for them new brethren.",0,"{'Str': 10, 'Dex': 16, 'Int': 16}",Pierce,Spears,No passive effects,Impaling Thrust,9
269,270,Rotten Crystal Spear,http://eldenring.wiki.fextralife.com/file/Elden-Ring/rotten_crystal_spear_elden_ring_wiki_guide_200px.png,5.5,"Spear fashioned from pure crystal; a deed impossible for a human. It festers with scarlet rot.Enwreathed with powerful magic, its attack scales with intelligence.",0,"{'Str': 10, 'Dex': 16, 'Int': 16}",Pierce,Spears,(55) Scarlet Rot,Charge Forth,16
270,271,Cleanrot Spear,http://eldenring.wiki.fextralife.com/file/Elden-Ring/cleanrot_spear_elden_ring_wiki_guide_200px.png,5.5,"Spear of the Cleanrot Knights who fought alongside Malenia, Blade of Miquella. The winged golden blade deals holy damage. The diminutive shield is blessed with an incantation that wards off rot.",0,"{'Str': 16, 'Dex': 16, 'Fai': 14}",Pierce,Spears,Raises Immunity by 50,Sacred Phalanx,12
271,272,Death Ritual Spear,http://eldenring.wiki.fextralife.com/file/Elden-Ring/death_ritual_spear_spear_weapon_elden_ring_wiki_guide_200px.png,6.5,"Ritual spear used by priests of old who were permitted to come among the Deathbirds. The priests became guardians of the birds through the rite of Death, which also serves as an oath sworn to their distant resurrection.",0,"{'Str': 14, 'Dex': 20, 'Int': 18}",Pierce,Spears,No passive effects,Spearcall Ritual,20
272,273,Bolt of Gransax,http://eldenring.wiki.fextralife.com/file/Elden-Ring/bolt_of_gransax_spear_weapon_elden_ring_wiki_guide_200px.png,8.5,"Spear whittled from the weapon wielded by Gransax.One of the legendary armaments. A great ancient dragon, Gransax once rained calamity upon the Royal Capital - the only time in historical record that Leyndell's walls have fallen. This marked the dawn of the war against dragons.",0,"{'Str': 20, 'Dex': 40}",Pierce,Spears,No passive effects,Ancient Lightning Spear,25
273,274,Smithscript Spear,http://eldenring.wiki.fextralife.com/file/Elden-Ring/smithscript_spear_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,4.0,"Spear engraved with a smithscript. A throwing weapon created through the smithing arts. Execute a strong attack, a dashing strong attack, or a mounted strong attack to throw the spear.",1,"{'Str': 9, 'Dex': 12, 'Int': 11, 'Fai': 11}",Standard/Pierce,Spears,No passive effects,Impaling Thrust,9
274,275,Swift Spear,http://eldenring.wiki.fextralife.com/file/Elden-Ring/swift_spear_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,3.0,"A metal-bodied spear of extremely lightweight make, being the result of a sophisticated molding technique. Capable of swift consecutive attacks.",1,"{'Str': 10, 'Dex': 26}",Standard/Pierce,Spears,No passive effects,Impaling Thrust,9
275,276,Bloodfiend's Fork,http://eldenring.wiki.fextralife.com/file/Elden-Ring/bloodfiends_fork_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,4.5,"Weapon used by the bloodfiends. Three tines of carved bone spear the victim to provoke blood loss. A ritual implement for blood offerings to the Formless Mother. At times, the bloodfiends will spill even their own blood using these forks.",1,"{'Str': 14, 'Dex': 8, 'Arc': 13}",Standard/Pierce,Spears,(30) Hemorrhage,Barbaric Roar,16
276,277,Lance,http://eldenring.wiki.fextralife.com/file/Elden-Ring/lance_greatspear_weapon_elden_ring_wiki_guide_200px.png,9.0,"Considered a type of greatspear, this weapon has no blade, but instead features a long, conical body designed to pierce.Though heavy and hard to wield, this weapon displays its worth in horseback combat whether mounted or even on foot.",0,"{'Str': 20, 'Dex': 14}",Pierce,Great Spears,No passive effects,Charge Forth,16
277,278,Treespear,http://eldenring.wiki.fextralife.com/file/Elden-Ring/treespear_greatspear_weapon_elden_ring_wiki_guide_200px.png,9.5,"Golden spear with tree-like design. Wielded by knights employed as palace guards in the Royal Capital of Leyndell. Deals holy damage. Requiring superior dexterity to wield, this greatspear can perform consecutive thrust attacks despite its larger size.",0,"{'Str': 15, 'Dex': 22, 'Fai': 18}",Pierce,Great Spears,No passive effects,Sacred Order,18
278,279,Serpent-Hunter,http://eldenring.wiki.fextralife.com/file/Elden-Ring/serpent-hunter_greatspear_weapon_elden_ring_wiki_guide_200px.png,12,"Weapon that serves as both greatsword and spear. Thought to have been used to hunt an immortal great serpent in the distant past, it manifests a long blade of light when facing such a creature. When their master's heroic aspirations degenerated into mere greed, his men searched for a weapon with which they might halt their lord.",0,{},Pierce,Great Spears,No passive effects,Great-Serpent Hunt,15
279,280,Siluria's Tree,http://eldenring.wiki.fextralife.com/file/Elden-Ring/silurias_tree_greatspear_weapon_elden_ring_wiki_guide_200px.png,10,"Siluria's Tree, weapon of one of the two honored as foremost among the Crucible Knights. The primordial form of the Erdtree is close in nature to life itself, and this spear, modeled on its crucible, is imbued with ancient holy essence.",0,"{'Str': 27, 'Dex': 13, 'Fai': 20}",Pierce,Great Spears,No passive effects,Siluria's Woe,25
280,281,Vyke's War Spear,http://eldenring.wiki.fextralife.com/file/Elden-Ring/vykes_war_spear_greatspear_weapon_elden_ring_wiki_guide_200px.png,8,"War spear singed and blistered by fingers, used by Vyke, Knight of the Roundtable Hold. Like Vyke himself, it has been tormented by the yellow flame of frenzy from within.",0,"{'Str': 16, 'Dex': 20, 'Fai': 18}",Pierce,Great Spears,(65) Madness,Frenzyflame Thrust,22
281,282,Mohgwyn's Sacred Spear,http://eldenring.wiki.fextralife.com/file/Elden-Ring/mohgwyns_sacred_spear_great_spears_elden_ring_wiki_guide_200px.png,10.0,"Trident of Mohg, Lord of Blood. A sacred spear that will come to symbolize his dynasty. As well as serving as a weapon, it is an instrument of communion with an outer god who bestows power upon accursed blood. The mother of truth desires a wound.",0,"{'Str': 24, 'Dex': 14, 'Arc': 27}",Pierce,Great Spears,(55) Hemorrhage,Bloodboon Ritual,20 (-20)
282,283,Bloodfiend's Sacred Spear,http://eldenring.wiki.fextralife.com/file/Elden-Ring/bloodfiends_sacred_spear_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,8.0,Greatspear of the bloodfiend hexers. One of the most significant implements used in their blood rituals. Sacred spears of blood are the instruments of communion with an outer god. The mother of truth desires a wound.,1,"{'Str': 22, 'Dex': 12, 'Arc': 13}",Standard/Pierce,Great Spears,(55) Hemorrhage,Bloodfiend's Bloodboon,20
283,284,Messmer Soldier's Spear,http://eldenring.wiki.fextralife.com/file/Elden-Ring/messmer_soldiers_spear_spears_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,8.5,"Weapon used by the soldiers who serve Messmer the Impaler. A greatspear with a steel blade worn from use. Being made for overwhelming onslaughts, attacks with this weapon can be charged to unleash consecutive strikes.",1,"{'Str': 19, 'Dex': 16}",Standard/Pierce,Great Spears,No passive effects,Impaling Thrust,9
284,285,Spear of the Impaler,http://eldenring.wiki.fextralife.com/file/Elden-Ring/spear_of_the_impaler_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,9.5,"Weapon of Messmer the Impaler. A greatspear with a warped blade in the shape of undulating flame. Remade by the forging arts of the realm of shadow, this weapon can be thrown by executing a strong attack, dashing strong attack, or mounted strong attack. Charge the attack to produce flame on impact.",1,"{'Str': 14, 'Dex': 35, 'Fai': 18}",Standard/Pierce,Great Spears,No passive effects,Messmer's Assault,15
285,286,Barbed Staff-Spear,http://eldenring.wiki.fextralife.com/file/Elden-Ring/barbed_staff-spear_spears_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,7.5,"Greatstaff of Jori, elder inquisitor. The tip bristles with golden barbs symbolic of the inquisition's torture, allowing one to wield the staff as a greatspear. Attacks deal holy damage, and potency increases with faith.",1,"{'Str': 14, 'Dex': 18, 'Fai': 22}",Standard/Pierce,Great Spears,(55) Hemorrhage,Jori's Inquisition,4
286,287,Halberd,http://eldenring.wiki.fextralife.com/file/Elden-Ring/halberd_halberd_weapon_elden_ring_wiki_guide_200px.png,8.0,"A long-handled polearm that combines the functions of both axe and spear. Can be used to press a single enemy with continuous thrusting attacks or swept at groups, taking advantage of its great reach and cleaving blade. A versatile weapon for any situation.",0,"{'Str': 14, 'Dex': 12}",Standard/Pierce,Halberds,No passive effects,Charge Forth,16
287,288,Banished Knight's Halberd,http://eldenring.wiki.fextralife.com/file/Elden-Ring/banished_knights_halberd_halberd_weapon_elden_ring_wiki_guide_200px.png,8,"A finely-crafted halberd intricately engraved with an ancient motif. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes. Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company.",0,"{'Str': 14, 'Dex': 12}",Standard/Pierce,Halberds,No passive effects,Charge Forth,16
288,289,Lucerne,http://eldenring.wiki.fextralife.com/file/Elden-Ring/lucerne_halberd_weapon_elden_ring_wiki_guide_200px.png,7.0,"This polearm features a hard, sharpened beak-like spike attached to its head, designed to pierce armor. Though designed mainly as a thrusting weapon, its long handle can be utilized to get around an enemy's guard with a sideward sweeping attack.",0,"{'Str': 15, 'Dex': 12}",Pierce,Halberds,No passive effects,Charge Forth,16
289,290,Glaive,http://eldenring.wiki.fextralife.com/file/Elden-Ring/glaive_halberds_elden_ring_wiki_guide_200px.png,10,Weapon comprised of a sharp blade affixed to a long grip. It is in fact a sickle repurposed to be a tool of war. This far-reaching weapon excels at slashing attacks.,0,"{'Str': 18, 'Dex': 15}",Slash/Pierce,Halberds,No passive effects,Spinning Slash,6
290,291,Vulgar Militia Shotel,http://eldenring.wiki.fextralife.com/file/Elden-Ring/vulgar_militia_shotel_halberd_weapon_elden_ring_wiki_guide_200px.png,8.0,"A hooked blade attached to a long handle. Wielded by the vulgar militia, its attacks can slip through an enemy's guard. The vulgar militia are the undecorated stewards of rancid, scorched battlefields that none dare approach, and forbidden domains better forgotten by the rest of the world",0,"{'Str': 14, 'Dex': 16}",Standard/Pierce,Halberds,No passive effects,Spinning Slash,6( - 12)
291,292,Vulgar Militia Saw,http://eldenring.wiki.fextralife.com/file/Elden-Ring/vulgar_militia_saw_halberd_weapon_elden_ring_wiki_guide_200px.png,8.0,"A weapon comprised of a saw blade attached to a long grip. Brandished by the vulgar militia, its serrated edge is very effective at inflicting blood loss. The saw is said to also be used to cut up bodies to feed the militia, but there are no firsthand witnesses to confirm the dire rumor.",0,"{'Str': 15, 'Dex': 13}",Standard/Pierce,Halberds,(55) Hemorrhage,Spinning Slash,6
292,293,Guardian's Swordspear,http://eldenring.wiki.fextralife.com/file/Elden-Ring/guardians_swordspear_halberd_weapon_elden_ring_wiki_guide_200px.png,9,"Weapon comprising a long handle and broad blade sharpened from the hard wood of old trees. Wielded by guardians of the Minor Erdtrees, known as experts in the arts of combat. The power of this weapon scales greatly with dexterity.",0,"{'Str': 17, 'Dex': 16}",Standard/Pierce,Halberds,No passive effects,Spinning Slash,6 ( -12)
293,294,Gargoyle's Halberd,http://eldenring.wiki.fextralife.com/file/Elden-Ring/gargoyles_halberd_halberd_weapon_elden_ring_wiki_guide_200px.png,12.0,"Bronze halberd wielded by Valiant Gargoyles. Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions.",0,"{'Str': 26, 'Dex': 10}",Standard/Pierce,Halberds,No passive effects,Spinning Slash,6 ( - 12)
294,295,Gargoyle's Black Halberd,http://eldenring.wiki.fextralife.com/file/Elden-Ring/gargoyles_black_halberd_halberd_weapon_elden_ring_wiki_guide_200px.png,12.0,"Bronze halberd wielded by Valiant Gargoyles, mended with blackened corpse wax. Deals holy damage. Such is the mark of those who serve Maliketh, the Black Blade.",0,"{'Str': 26, 'Dex': 10, 'Fai': 22}",Standard/Pierce,Halberds,No passive effects,Spinning Slash,6 ( -12)
295,296,Nightrider Glaive,http://eldenring.wiki.fextralife.com/file/Elden-Ring/nightrider_glaive_halberd_weapon_elden_ring_wiki_guide_200px.png,12.0,"A jet-black glaive with a blade as weighty as a bludgeon. Weapon of the Night's Cavalry who ride funeral steeds. This glaive excels at weighty slash attacks that crash into foes, making it a powerful weapon even on horse back.",0,"{'Str': 26, 'Dex': 10}",Slash/Pierce,Halberds,No passive effects,Spinning Slash,6 ( - 12)
296,297,Pest's Glaive,http://eldenring.wiki.fextralife.com/file/Elden-Ring/pests_glaive_halberd_weapon_elden_ring_wiki_guide_200px.png,7,"Glaive made from a hard, sharpened shell. Wielded by the pests who emerged from the Swamp of Aeonia. Slightly increases non-physical damage negation. Though men might recognize the keen intellect of the pests evidenced by this spear's uncanny design, it will never be understood by them.",0,"{'Str': 13, 'Dex': 13}",Slash/Pierce,Halberds,No passive effects,Spinning Slash,6( - 12)
297,298,Ripple Crescent Halberd,http://eldenring.wiki.fextralife.com/file/Elden-Ring/ripple_crescent_halberd_halberd_weapon_elden_ring_wiki_guide_200px.png,8.5,"Weapon wielded by young Albinaurics. The blade is said to resemble a partial image of a ripple, and its attack power scales with one's arcane attribute.",0,"{'Str': 12, 'Dex': 12, 'Arc': 20}",Standard/Pierce,Halberds,No passive effects,Spinning Slash,6( - 12)
298,299,Golden Halberd,http://eldenring.wiki.fextralife.com/file/Elden-Ring/golden_halberd_halberd_weapon_elden_ring_wiki_guide_200px.png,13.5,"Weighty halberd forged of gold. Wielded by the Order of Tree Sentinels, heavily equipped knights. Deals holy damage. A masterfully crafted weapon that lives up to its heft, but is difficult for one mere human strength to wield.",0,"{'Str': 30, 'Dex': 14, 'Fai': 12}",Standard/Pierce,Halberds,No passive effects,Golden Vow,40
299,300,Dragon Halberd,http://eldenring.wiki.fextralife.com/file/Elden-Ring/dragon_halberd_halberd_weapon_elden_ring_wiki_guide_200px.png,10.5,"Halberd shaped like a dragon, enwreathed with both ice and lightning. Alas, the Dragonkin Soldiers never attained immortality, and perished as decrepit, pale imitations of their skyborn kin.",0,"{'Str': 22, 'Dex': 10}",Standard/Pierce,Halberds,No passive effects,Spinning Slash,17 ( - 11)
